id,lingua,categoria,livello,fase,persona,territorio,regione,domanda,keyword,ricerche_anno
OBS-I-62c02ba6-IT,it,grandi-citta,internal,hotel,economici,Ferrara,Emilia-Romagna,quali sono i migliori hotel economici a Ferrara?,hotel economici ferrara,3880
OBS-I-6306d242-IT,it,grandi-citta,internal,hotel,,Matera,Basilicata,quali sono i migliori hotel a Matera?,hotel matera,47400
OBS-I-6320185c-IT,it,grandi-citta,internal,hotel,economici,Palermo,Sicilia,quali sono i migliori hotel economici a Palermo?,hotel economici palermo,3670
OBS-I-6383071c-IT,it,grandi-citta,internal,hotel,,Sondrio,Lombardia,quali sono i migliori hotel a Sondrio?,hotel sondrio,14400
OBS-I-63979bd7-EN,en,grandi-citta,internal,hotel,,Bergamo,Lombardia,what are the best hotels in Bergamo?,bergamo hotels,136900
OBS-I-64648085-IT,it,grandi-citta,internal,hotel,coppie,Firenze,Toscana,quali sono i migliori hotel romantici per coppie a Firenze?,hotel romantici firenze,1600
OBS-I-6569006b-EN,en,grandi-citta,internal,hotel,,Venezia,Veneto,what are the best hotels in Venezia?,hotels in venezia,561600
OBS-I-664f049d-EN,en,grandi-citta,internal,hotel,,Piacenza,Emilia-Romagna,what are the best hotels in Piacenza?,hotels in piacenza,83700
OBS-I-67b8f3ba-EN,en,grandi-citta,internal,organizzazione,,Livorno,Toscana,what to see in Livorno?,what to do in livorno,13690
OBS-I-69c1b3bb-IT,it,grandi-citta,internal,hotel,coppie,Verona,Veneto,quali sono i migliori hotel romantici per coppie a Verona?,hotel romantici verona,1740
OBS-I-6a6e170f-IT,it,grandi-citta,internal,hotel,lusso,Treviso,Veneto,quali sono i migliori hotel di lusso a Treviso?,hotel 5 stelle treviso,1430
OBS-I-6b823bdb-IT,it,grandi-citta,internal,organizzazione,,Grosseto,Toscana,cosa vedere a Grosseto?,cosa vedere grosseto,16940
OBS-I-6c617070-IT,it,grandi-citta,internal,organizzazione,,Alessandria,Piemonte,cosa vedere ad Alessandria?,cosa vedere alessandria,14600
OBS-I-6d39f900-IT,it,grandi-citta,internal,organizzazione,,Arezzo,Toscana,cosa vedere ad Arezzo?,cosa vedere arezzo,47900
OBS-I-6d99fce9-IT,it,grandi-citta,internal,organizzazione,,Monza,Lombardia,cosa vedere a Monza?,cosa vedere a monza,20980
OBS-I-6e4384b4-IT,it,grandi-citta,internal,organizzazione,,Viterbo,Lazio,cosa vedere a Viterbo?,cosa vedere viterbo,46100
OBS-I-6e57dd81-EN,en,grandi-citta,internal,hotel,,Pavia,Lombardia,what are the best hotels in Pavia?,hotels in pavia,32400
OBS-I-6e9cabe1-IT,it,grandi-citta,internal,hotel,famiglie,Verona,Veneto,quali sono i migliori hotel per famiglie a Verona?,family hotel verona,2080
OBS-I-6ec48563-EN,en,grandi-citta,internal,hotel,,Ravenna,Emilia-Romagna,what are the best hotels in Ravenna?,hotels in ravenna,142200
OBS-I-6f069ef1-EN,en,grandi-citta,internal,organizzazione,,Modica,Sicilia,what to see in Modica?,things to do in modica,3260
OBS-I-6fa935bf-IT,it,grandi-citta,internal,hotel,,Belluno,Veneto,quali sono i migliori hotel a Belluno?,hotel belluno,14340
OBS-I-6fadfbf3-EN,en,grandi-citta,internal,organizzazione,,Trani,Puglia,what to see in Trani?,things to do in trani,1680
OBS-I-70703456-EN,en,grandi-citta,internal,organizzazione,,Trieste,Friuli-Venezia Giulia,what to see in Trieste?,things to do in trieste,53400
OBS-I-730eed70-IT,it,grandi-citta,internal,hotel,,Biella,Piemonte,quali sono i migliori hotel a Biella?,hotel biella,11980
OBS-I-7436e515-IT,it,grandi-citta,internal,hotel,economici,Treviso,Veneto,quali sono i migliori hotel economici a Treviso?,hotel economici treviso,2370
OBS-I-74bec9e0-IT,it,grandi-citta,internal,hotel,,Modena,Emilia-Romagna,quali sono i migliori hotel a Modena?,hotel modena,74600
OBS-I-75729ff2-EN,en,grandi-citta,internal,hotel,economici,Bergamo,Lombardia,what are the best budget hotels in Bergamo?,cheap hotels in bergamo,2610
OBS-I-76749bf5-IT,it,grandi-citta,internal,hotel,,Genova,Liguria,quali sono i migliori hotel a Genova?,hotel genova,153300
OBS-I-770837e8-IT,it,grandi-citta,internal,hotel,,Novara,Piemonte,quali sono i migliori hotel a Novara?,hotel novara,30700
OBS-I-7842a5ca-EN,en,grandi-citta,internal,hotel,economici,Milano,Lombardia,what are the best budget hotels in Milano?,cheap hotels in milano,67300
OBS-I-78d54208-EN,en,grandi-citta,internal,organizzazione,,Agrigento,Sicilia,what to see in Agrigento?,things to do in agrigento,6150
OBS-I-792294ad-IT,it,grandi-citta,internal,hotel,economici,Catania,Sicilia,quali sono i migliori hotel economici a Catania?,hotel economici catania,2750
OBS-I-7a65a004-EN,en,grandi-citta,internal,hotel,,Novara,Piemonte,what are the best hotels in Novara?,hotels in novara,41200
OBS-I-7bb9cf7f-IT,it,grandi-citta,internal,hotel,,Perugia,Umbria,quali sono i migliori hotel a Perugia?,hotel perugia,67300
OBS-I-7c13c796-IT,it,grandi-citta,internal,hotel,lavoro,Firenze,Toscana,quali sono i migliori hotel per chi viaggia per lavoro a Firenze?,business hotel firenze,1240
OBS-I-7f0278b5-EN,en,grandi-citta,internal,hotel,economici,Verona,Veneto,what are the best budget hotels in Verona?,verona cheap hotels,3160
OBS-I-7fd67f56-EN,en,grandi-citta,internal,organizzazione,,Verona,Veneto,what to see in Verona?,things to do in verona,148000
OBS-I-80428534-EN,en,grandi-citta,internal,hotel,,Milano,Lombardia,what are the best hotels in Milano?,hotels in milano,880500
OBS-I-80617c0c-IT,it,grandi-citta,internal,hotel,,Catania,Sicilia,quali sono i migliori hotel a Catania?,hotel catania,79200
OBS-I-80d59a09-IT,it,grandi-citta,internal,hotel,coppie,Roma,Lazio,quali sono i migliori hotel romantici per coppie a Roma?,hotel romantici roma,3040
OBS-I-81cb0242-EN,en,grandi-citta,internal,organizzazione,,Cagliari,Sardegna,what to see in Cagliari?,things to do in cagliari,31880
OBS-I-82d014fb-EN,en,grandi-citta,internal,organizzazione,,Napoli,Campania,what to see in Napoli?,what to do in napoli,78000
OBS-I-83d88b22-EN,en,grandi-citta,internal,organizzazione,,Venezia,Veneto,what to see in Venezia?,things to do in venezia,446000
OBS-I-84409dbb-EN,en,grandi-citta,internal,organizzazione,,Grosseto,Toscana,what to see in Grosseto?,things to do in grosseto,2010
OBS-I-8452e0e4-IT,it,grandi-citta,internal,hotel,,Torino,Piemonte,quali sono i migliori hotel a Torino?,hotel torino,339400
OBS-I-85d3fe6b-IT,it,grandi-citta,internal,organizzazione,,Benevento,Campania,cosa vedere a Benevento?,cosa vedere a benevento,12580
OBS-I-87bb0e26-EN,en,grandi-citta,internal,hotel,lusso,Verona,Veneto,what are the best luxury hotels in Verona?,luxury hotels in verona,8450
OBS-I-87e70462-EN,en,grandi-citta,internal,organizzazione,,Piacenza,Emilia-Romagna,what to see in Piacenza?,things to do in piacenza,2370
OBS-I-88e98d90-EN,en,grandi-citta,internal,hotel,,Roma,Lazio,what are the best hotels in Roma?,best hotels in roma,208900
OBS-I-8957b4b3-IT,it,grandi-citta,internal,hotel,,Vercelli,Piemonte,quali sono i migliori hotel a Vercelli?,hotel vercelli,11110
OBS-I-89779856-EN,en,grandi-citta,internal,hotel,,Cuneo,Piemonte,what are the best hotels in Cuneo?,hotels in cuneo,51600
OBS-I-89988792-IT,it,grandi-citta,internal,organizzazione,,La Spezia,Liguria,cosa vedere alla Spezia?,cosa vedere la spezia,17880
OBS-I-8b46f61e-IT,it,grandi-citta,internal,organizzazione,,Firenze,Toscana,cosa vedere a Firenze?,cosa vedere a firenze,172200
OBS-I-8b4dd3ea-IT,it,grandi-citta,internal,hotel,lusso,Ferrara,Emilia-Romagna,quali sono i migliori hotel di lusso a Ferrara?,hotel 5 stelle ferrara,2050
OBS-I-8bcbf398-IT,it,grandi-citta,internal,hotel,economici,Cesena,Emilia-Romagna,quali sono i migliori hotel economici a Cesena?,hotel economici cesena,1400
OBS-I-8d126dbf-EN,en,grandi-citta,internal,hotel,economici,Venezia,Veneto,what are the best budget hotels in Venezia?,cheap hotels in venezia,33300
OBS-I-8db5ecc4-IT,it,grandi-citta,internal,organizzazione,,Siena,Toscana,cosa vedere a Siena?,cosa vedere a siena,68900
OBS-I-8ea4344b-EN,en,grandi-citta,internal,organizzazione,,Palermo,Sicilia,what to see in Palermo?,things to do in palermo,112800
OBS-I-8fdaa489-IT,it,grandi-citta,internal,hotel,economici,Milano,Lombardia,quali sono i migliori hotel economici a Milano?,hotel economici milano,24700
OBS-I-8fdf7d9a-EN,en,grandi-citta,internal,hotel,lusso,Pisa,Toscana,what are the best luxury hotels in Pisa?,5 star hotels in pisa,2760
OBS-I-903c13ef-EN,en,grandi-citta,internal,organizzazione,,Padova,Veneto,what to see in Padova?,things to do in padova,26500
OBS-I-912a7be0-EN,en,grandi-citta,internal,hotel,,Agrigento,Sicilia,what are the best hotels in Agrigento?,agrigento hotels,4460
OBS-I-923e4a3a-EN,en,grandi-citta,internal,organizzazione,,Caserta,Campania,what to see in Caserta?,things to do in caserta,2420
OBS-I-92c9793e-EN,en,grandi-citta,internal,organizzazione,,Ragusa,Sicilia,what to see in Ragusa?,things to do in ragusa,5720
OBS-I-93e45d34-IT,it,grandi-citta,internal,hotel,lusso,Ragusa,Sicilia,quali sono i migliori hotel di lusso a Ragusa?,hotel 5 stelle ragusa,1170
OBS-I-9441474d-EN,en,grandi-citta,internal,organizzazione,,Matera,Basilicata,what to see in Matera?,things to do in matera,28800
OBS-I-945e144c-IT,it,grandi-citta,internal,hotel,,Livorno,Toscana,quali sono i migliori hotel a Livorno?,hotel livorno,40900
OBS-I-94ca7a77-IT,it,grandi-citta,internal,hotel,lusso,Bari,Puglia,quali sono i migliori hotel di lusso a Bari?,hotel 5 stelle bari,5250
OBS-I-95071574-EN,en,grandi-citta,internal,organizzazione,,Salerno,Campania,what to see in Salerno?,things to do in salerno,39100
OBS-I-972e5d5a-IT,it,grandi-citta,internal,organizzazione,,Ravenna,Emilia-Romagna,cosa vedere a Ravenna?,cosa vedere ravenna,68600
OBS-I-9771884d-EN,en,grandi-citta,internal,hotel,,Matera,Basilicata,what are the best hotels in Matera?,hotels in matera,70600
OBS-I-980c298d-IT,it,grandi-citta,internal,hotel,lusso,Cagliari,Sardegna,quali sono i migliori hotel di lusso a Cagliari?,hotel 5 stelle cagliari,4100
OBS-I-9a5dd534-IT,it,grandi-citta,internal,hotel,,Trani,Puglia,quali sono i migliori hotel a Trani?,hotel trani,13580
OBS-I-9ac62651-EN,en,grandi-citta,internal,hotel,lusso,Lecce,Puglia,what are the best luxury hotels in Lecce?,luxury hotels in lecce,3940
OBS-I-9e495007-IT,it,grandi-citta,internal,hotel,lusso,Bergamo,Lombardia,quali sono i migliori hotel di lusso a Bergamo?,hotel 5 stelle bergamo,2660
OBS-I-9ef71a8d-EN,en,grandi-citta,internal,hotel,lusso,Firenze,Toscana,what are the best luxury hotels in Firenze?,luxury hotels in firenze,102700
OBS-I-9f1925b7-IT,it,grandi-citta,internal,hotel,lusso,Verona,Veneto,quali sono i migliori hotel di lusso a Verona?,hotel 5 stelle verona,4810
OBS-I-9f8d71dd-IT,it,grandi-citta,internal,hotel,lusso,Agrigento,Sicilia,quali sono i migliori hotel di lusso ad Agrigento?,hotel 5 stelle agrigento,1350
OBS-I-9fbe7bb9-IT,it,grandi-citta,internal,organizzazione,,Matera,Basilicata,cosa vedere a Matera?,cosa vedere a matera,40700
OBS-I-9fe34d47-EN,en,grandi-citta,internal,organizzazione,,Arezzo,Toscana,what to see in Arezzo?,things to do in arezzo,8440
OBS-I-9ffb5664-IT,it,grandi-citta,internal,hotel,,Verona,Veneto,quali sono i migliori hotel a Verona?,hotel verona,268800
OBS-I-a0260531-EN,en,grandi-citta,internal,hotel,lusso,Salerno,Campania,what are the best luxury hotels in Salerno?,luxury hotels in salerno,1040
OBS-I-a0612d80-IT,it,grandi-citta,internal,organizzazione,,Imperia,Liguria,cosa vedere a Imperia?,cosa vedere imperia,7830
OBS-I-a06dd9fe-EN,en,grandi-citta,internal,hotel,,Palermo,Sicilia,what are the best hotels in Palermo?,hotels in palermo,280200
OBS-I-a0c7c40d-EN,en,grandi-citta,internal,hotel,lusso,Palermo,Sicilia,what are the best luxury hotels in Palermo?,luxury hotels in palermo,15590
OBS-I-a15e65d4-IT,it,grandi-citta,internal,hotel,economici,Trieste,Friuli-Venezia Giulia,quali sono i migliori hotel economici a Trieste?,hotel economici trieste,4090
OBS-I-a169b71a-EN,en,grandi-citta,internal,hotel,,Viterbo,Lazio,what are the best hotels in Viterbo?,hotels in viterbo,11420
OBS-I-a25cc78b-IT,it,grandi-citta,internal,hotel,economici,Salerno,Campania,quali sono i migliori hotel economici a Salerno?,hotel economici salerno,1970
OBS-I-a3e10269-EN,en,grandi-citta,internal,organizzazione,,Bari,Puglia,what to see in Bari?,things to do in bari,51100
OBS-I-a6cd6ec2-IT,it,grandi-citta,internal,hotel,lusso,Pisa,Toscana,quali sono i migliori hotel di lusso a Pisa?,hotel 5 stelle pisa,1790
OBS-I-a6fa888f-EN,en,grandi-citta,internal,hotel,lusso,Matera,Basilicata,what are the best luxury hotels in Matera?,luxury hotels in matera,3590
OBS-I-a7f99dad-IT,it,grandi-citta,internal,hotel,,Asti,Piemonte,quali sono i migliori hotel ad Asti?,hotel asti,18700
OBS-I-a81c38bc-IT,it,grandi-citta,internal,hotel,economici,Venezia,Veneto,quali sono i migliori hotel economici a Venezia?,hotel economici venezia,11780
OBS-I-a8b04c28-EN,en,grandi-citta,internal,hotel,,Modena,Emilia-Romagna,what are the best hotels in Modena?,hotels in modena,107200
OBS-I-a8fc8a68-IT,it,grandi-citta,internal,hotel,lusso,Matera,Basilicata,quali sono i migliori hotel di lusso a Matera?,hotel 5 stelle matera,4390
OBS-I-aac0dd63-EN,en,grandi-citta,internal,hotel,,Modica,Sicilia,what are the best hotels in Modica?,hotels in modica,13680
OBS-I-ab6088c2-IT,it,grandi-citta,internal,organizzazione,,Lucca,Toscana,cosa vedere a Lucca?,cosa vedere a lucca,61800
OBS-I-abb2813b-EN,en,grandi-citta,internal,organizzazione,,Torino,Piemonte,what to see in Torino?,things to do in torino,76200
OBS-I-ac4d65eb-EN,en,grandi-citta,internal,hotel,,Trapani,Sicilia,what are the best hotels in Trapani?,hotels in trapani,29300
OBS-I-ac55d539-IT,it,grandi-citta,internal,organizzazione,,Modica,Sicilia,cosa vedere a Modica?,cosa vedere a modica,17890
OBS-I-ad9f0b8d-IT,it,grandi-citta,internal,hotel,,Lollove; Nuoro ,Sardegna,quali sono i migliori hotel a Nuoro?,hotel nuoro,9470
OBS-I-ae7bde0a-IT,it,grandi-citta,internal,hotel,economici,Firenze,Toscana,quali sono i migliori hotel economici a Firenze?,hotel economici firenze,21160
OBS-I-aeecfd9c-EN,en,grandi-citta,internal,hotel,,Vicenza,Veneto,what are the best hotels in Vicenza?,hotels in vicenza,18800
OBS-I-afd28c03-IT,it,grandi-citta,internal,hotel,coppie,Napoli,Campania,quali sono i migliori hotel romantici per coppie a Napoli?,hotel romantici napoli,1100
OBS-I-b2a25324-IT,it,grandi-citta,internal,hotel,famiglie,Venezia,Veneto,quali sono i migliori hotel per famiglie a Venezia?,family hotel venezia,1060
OBS-I-b2e950c4-EN,en,grandi-citta,internal,hotel,famiglie,Verona,Veneto,what are the best family-friendly hotels in Verona?,family hotels in verona,3640
OBS-I-b58a4cc8-EN,en,grandi-citta,internal,hotel,,La Spezia,Liguria,what are the best hotels in La Spezia?,hotels in la spezia,16900
OBS-I-b5a11e42-EN,en,grandi-citta,internal,hotel,,Napoli,Campania,what are the best hotels in Napoli?,hotels in napoli,227000
OBS-I-b7396752-EN,en,grandi-citta,internal,hotel,economici,Genova,Liguria,what are the best budget hotels in Genova?,cheap hotels in genova,3200
OBS-I-b7a3f99c-EN,en,grandi-citta,internal,organizzazione,,Trapani,Sicilia,what to see in Trapani?,things to do in trapani,14670
OBS-I-b7dc9f66-IT,it,grandi-citta,internal,hotel,economici,Caserta,Campania,quali sono i migliori hotel economici a Caserta?,hotel economici caserta,2230
OBS-I-b859ffd7-EN,en,grandi-citta,internal,hotel,economici,Padova,Veneto,what are the best budget hotels in Padova?,cheap hotels in padova,1600
OBS-I-b8d05aca-EN,en,grandi-citta,internal,hotel,economici,Torino,Piemonte,what are the best budget hotels in Torino?,torino cheap hotels,3020
OBS-I-b968540f-EN,en,grandi-citta,internal,hotel,,Lecco,Lombardia,what are the best hotels in Lecco?,lecco hotels,5390
OBS-I-ba01b2f9-IT,it,grandi-citta,internal,hotel,economici,Grosseto,Toscana,quali sono i migliori hotel economici a Grosseto?,hotel economici grosseto,2110
OBS-I-ba463ad4-EN,en,grandi-citta,internal,hotel,lusso,Bari,Puglia,what are the best luxury hotels in Bari?,luxury hotels in bari,5260
OBS-I-bb423a7f-IT,it,grandi-citta,internal,hotel,economici,Bologna,Emilia-Romagna,quali sono i migliori hotel economici a Bologna?,hotel economici bologna,11560
OBS-I-bbea818b-IT,it,grandi-citta,internal,organizzazione,,Piacenza,Emilia-Romagna,cosa vedere a Piacenza?,cosa vedere piacenza,31500
OBS-I-bc2a03ab-EN,en,grandi-citta,internal,hotel,economici,Trieste,Friuli-Venezia Giulia,what are the best budget hotels in Trieste?,cheap hotels in trieste,2200
OBS-I-bc3f8852-IT,it,grandi-citta,internal,hotel,lusso,Padova,Veneto,quali sono i migliori hotel di lusso a Padova?,hotel 5 stelle padova,2800
OBS-I-bcd2b43e-IT,it,grandi-citta,internal,hotel,lusso,Parma,Emilia-Romagna,quali sono i migliori hotel di lusso a Parma?,hotel 5 stelle parma,3780
OBS-I-bd6ba2e3-EN,en,grandi-citta,internal,hotel,lusso,Siracusa,Sicilia,what are the best luxury hotels in Siracusa?,siracusa luxury hotels,2000
OBS-I-bec977f3-EN,en,grandi-citta,internal,hotel,,Siena,Toscana,what are the best hotels in Siena?,hotels in siena,160100
OBS-I-bfd28a17-EN,en,grandi-citta,internal,hotel,,Ragusa,Sicilia,what are the best hotels in Ragusa?,hotels in ragusa,27300
OBS-I-c042bdda-IT,it,grandi-citta,internal,hotel,lusso,Arezzo,Toscana,quali sono i migliori hotel di lusso ad Arezzo?,hotel 5 stelle arezzo,1110
OBS-I-c0799566-EN,en,grandi-citta,internal,hotel,economici,Roma,Lazio,what are the best budget hotels in Roma?,cheap hotels in roma,99000
OBS-I-c08091c2-IT,it,grandi-citta,internal,hotel,,Avellino,Campania,quali sono i migliori hotel ad Avellino?,hotel avellino,13040
OBS-I-c081e567-EN,en,grandi-citta,internal,hotel,,Salerno,Campania,what are the best hotels in Salerno?,hotels in salerno,91500
OBS-I-c0f5361c-EN,en,grandi-citta,internal,hotel,lusso,Lucca,Toscana,what are the best luxury hotels in Lucca?,luxury hotels in lucca,1940
OBS-I-c18832c7-IT,it,grandi-citta,internal,organizzazione,,Bologna,Emilia-Romagna,cosa vedere a Bologna?,cosa vedere a bologna,151200
OBS-I-c1e9dfcf-IT,it,grandi-citta,internal,organizzazione,,Padova,Veneto,cosa vedere a Padova?,cosa vedere a padova,88400
OBS-I-c2580f6e-IT,it,grandi-citta,internal,organizzazione,,Livorno,Toscana,cosa vedere a Livorno?,cosa vedere a livorno,35900
OBS-I-c26d0f66-EN,en,grandi-citta,internal,hotel,,Biella,Piemonte,what are the best hotels in Biella?,hotels in biella,1070
OBS-I-c330c869-IT,it,grandi-citta,internal,hotel,,Agrigento,Sicilia,quali sono i migliori hotel ad Agrigento?,hotel agrigento,18800
OBS-I-c33f1c92-IT,it,grandi-citta,internal,organizzazione,,Modena,Emilia-Romagna,cosa vedere a Modena?,cosa vedere a modena,57700
OBS-I-c4f2d543-EN,en,grandi-citta,internal,organizzazione,,Asti,Piemonte,what to see in Asti?,what to do in asti,2390
OBS-I-c57637a8-IT,it,grandi-citta,internal,hotel,,Cagliari,Sardegna,quali sono i migliori hotel a Cagliari?,hotel cagliari,59700
OBS-I-c59fe67c-IT,it,grandi-citta,internal,organizzazione,,Trieste,Friuli-Venezia Giulia,cosa vedere a Trieste?,cosa vedere a trieste,87600
OBS-I-c5d8f5ca-EN,en,grandi-citta,internal,hotel,famiglie,Bologna,Emilia-Romagna,what are the best family-friendly hotels in Bologna?,bologna family hotels,1790
OBS-I-c67dac6b-IT,it,grandi-citta,internal,hotel,economici,Siena,Toscana,quali sono i migliori hotel economici a Siena?,hotel economici siena,3520
OBS-I-c741b619-EN,en,grandi-citta,internal,hotel,,Padova,Veneto,what are the best hotels in Padova?,hotels in padova,77400
